Date,Source,Text
2021-01-08,YouTube Comment,this may not be what you want to hear but i can guess with a high level of confidence that a lot of sponsors will be not be keen on the old car pervert slogannickname if you like and will want it purged from all social media and videos deacriptions etc i personally dont give a monkeys about it as at the end of the day you are superb at what you do and i want to watch everything you produce on your channel but as we know it is not free to make content weekly i do hope someone reaches outs to you you and autogefuhl are the best on youtube to watch thumbs up and a comment for the yt algorythms watching from londres
2021-01-07,YouTube Comment,what happens with the electric door handles if you crash into water and need to get out of the car
2021-01-05,YouTube Comment,great review cheers from sunny greece
2021-01-04,YouTube Comment,you made a great presentation of fiat 500 e you made me to buy itmy compliments from macedonia greece
2021-01-04,YouTube Comment,finally getting excited about electric cars now love this new fiat 500e
2021-01-03,YouTube Comment,la 500 del 2017 ci fu imposta dal governo usa questa è la prima vera 500 elettrica non costruita in messico non concepita in oregon p s evitiamo le tarantelle please e si scrivo in italiano sotto un video che richiama il padrino ed appunto usa la tarantella come colonna sonora
2021-01-03,YouTube Comment,jonny nice video bud hope to cross paths in ireland or the uk or the us for some bmw videos
2021-01-02,YouTube Comment,fiatfix it again tonythe mexican built fiat 500s were a disasterthey were sold in canada as wellheres to the triumph of hope over experience
2021-01-02,YouTube Comment,nice design has personality
2021-01-02,YouTube Comment,i believe that nobody will buy a car with 2 types of autonomy and power a castrated car
2021-01-02,YouTube Comment,this is kinda like the honda e absolutly stunning unfortunately with such a limited range this car has doomed itself because of ignorant developers with their own head up their arse a car like this would be amazing for the smaller countries like denmark but no one will buy it the price will be 27049 for the cheapest model for the danes and no one will pay that amount for a 100 mile range vehichle its outrageous to put this thing on the market
2020-12-31,YouTube Comment,the old version of the fiat 500e was also available in the canadian provinces of british columbia and quebec and ontario as they have had rebates for evs there are a good number of them zipping around in the vancouver area
2020-12-31,YouTube Comment,the price is not 19990 the price is over 30000 buy abarth 500 that is cheaper and have fun
2020-12-30,YouTube Comment,how does it drive how does it feel and sound this was a presentation not a review first time ive come across your channel and i dare say that youve gone soft johnny
2020-12-30,YouTube Comment,just love jonnys take on things great review keep em coming
