Date,Text,Car
2023-03-28,"no navigation in uk 
no interior dashboard lighting in uk",Jeep Avenger
2023-03-25,come oooon dude wtf are you doing in jeep a no 4wd jeep is not a jeep what a shame jeep is doing pussies crap no 4wd no jeep ,Jeep Avenger
2023-03-21,shit review i want to see more of the car not her,Jeep Avenger
2023-03-21,too much chatting ,Jeep Avenger
2023-02-25,useless review,Jeep Avenger
2023-02-21,"jeep are owned by fiat  since that happened their rugged off road quality vanished  now they offer a fiatjeep based on a vauxhall mokka chassis i cant think of a worse combination two of the most unreliable cars on the planet combined it will be worth next to nothing after 2 or 3 years  will be like a bag of nuts  bolts to drive

avoid at all costsutter rubbish",Jeep Avenger
2023-02-10,nice review thanks for your impressions i think its gonna be a great success ,Jeep Avenger
2023-02-05,great review and possibly my favourite looking small ev  but over 36k for a jackedup supermini sized car is pushing it a bit especially when leadin models of the larger kia niro ev and megane etech cost about the same have bigger batteries  more range longer warranties and plusher interiors lose the powered tailgate and cut the price by a few grand and it might make a bit more sense itll be interesting to see what lower spec versions will go for when launched until then ill keep my cash,Jeep Avenger
2023-01-29,i spend all the time watching this video and i never saw the back of the car  ,Jeep Avenger
2023-01-27,0750 gpsin airplane mode,Jeep Avenger
2023-01-27,743 gps glitching,Jeep Avenger
2023-01-27,does this support v2h,Jeep Avenger
2023-01-23,this would be a great replacement for the goofy looking renegade please bring it to usa,Jeep Avenger
2023-01-20,just a standard stellantis ev with the switchgear pulled from the fiat 500e way too expensive for what you get doubt if you would get 175 miles out of ths brick looks ok though,Jeep Avenger
2023-01-18,so the industry has managed to convince us that a 34k polo is a good deal and we are all buying it weve been paying a premium for higher ride of suvs for no reason and now the ev premium has basically doubled the price of cars over past decade madness,Jeep Avenger
2023-01-16,the front is awesome the back not so much,Jeep Avenger
2023-01-16,reminds me of a dacia dusteralthough it is based on alfa romeo tonale,Jeep Avenger
2023-01-16,seats do not look like offering the best support and no massage function in 1st edition uk as mentioned in review might offset the stiff suspension a little,Jeep Avenger
2023-01-16,010  really really love your review of the jeep avenger  therefore im subscribing  341  1026,Jeep Avenger
2023-01-16,thanks for the sub,Jeep Avenger
2023-01-15,engineered and designed in italy and built on a french platform in poland so thats clearly not a jeep,Jeep Avenger
2023-01-15,does the avenger offer wireless android auto from review it mentions apple car play is wirelesswas not sure meant  that also applies to android autogood to see it has a heat pump as standard although i hope it is more efficient than the heat pump on the e2008 which is next to useless,Jeep Avenger
2023-01-15,it does,Jeep Avenger
2023-01-15,concerned about the stiff suspension especially on the back country roads here in irelandotherwise looks a decent buywill be a long time before getting a test drive unfortunately  to test that suspension,Jeep Avenger
2023-01-15,car of the year 2023 but i have never heard of it,Jeep Avenger
2023-01-15,not a big fan of jeep cars but i like avenger its actually nice looking and with good specs ill wait for the awd version and some off road tests for now,Jeep Avenger
2023-01-14,"noooo a firm ride is not ideal god thats gonna be awful 

at least it has an ev interior that wasnt designed by a screenobsessed minimalist five yrold hate the buttons for shifting though needs a prindle",Jeep Avenger
2023-01-14,ha ha what a slab of junk  jeep are one of the most unreliable brands out there battery power wont pull a heavy trailer very far what the heck is it for posing,Jeep Avenger
2023-01-14,european car of the year 2023 ,Jeep Avenger
2023-01-14,no 4x4 means not a jeep im sure its a fine vehicle but its not really a jeep,Jeep Avenger
2023-01-05,im looking forward to the awd version it is not excluded that it comes later,Jeep Avenger
2022-12-26,for the uk im a proper jeep fan boy got a wk2  a renegade i love this avenger but not offering awd is a big mistake,Jeep Avenger
2022-12-22,so sad this wont be available in the us  this is such a better looking vehicle than the renegade  they should dump it and replace it with this,Jeep Avenger
2022-12-22,bring it to australia in 4x4,Jeep Avenger
2022-12-21,hybrid version of this suv will steal mid size suv segment mkt,Jeep Avenger
2022-12-20,its somewhat looks like duster modded with aftermarket grill lmao,Jeep Avenger
2022-12-20,"puma is pwumah
isnt it pooma",Jeep Avenger
2022-12-20,jeep is a fiat,Jeep Avenger
2022-12-19,cap would never drive this,Jeep Avenger
2022-12-19,where the heck are all these people charging their electric cartoys its literally impossible in big cities,Jeep Avenger
2022-12-19, 39500 is good price,Jeep Avenger
2022-12-18,there is a neighbour in the area that i live that has a 78 chevy that despite of the age runs nicely question whats gonna be of all those electric cars once their batteries stop holding electricity after a while the same way every smartphone does,Jeep Avenger
2023-01-20,even old nissan leafs with dodgy batteries are lasting over 10 years you can replace the battery with a better one already this market will keep growing old batteries can be repurposed into home storage and or recycled,Jeep Avenger
2022-12-18,only front wheel drive ill pass this would be a nightmare in the snow,Jeep Avenger
2022-12-17,dacia duster look ,Jeep Avenger
2022-12-16,elf ears,Jeep Avenger
2022-12-16,this is my first time seeing the car and i had hoped to hear it has a 20l engine but well the future is electric,Jeep Avenger
2022-12-15,it reminds me of a renault doesnt look very jeep like,Jeep Avenger
2022-12-13,"pros
 looks cool
 performs well
 a lot of space for such small car

cons
 pricey
 its a jeeb so very unrealiable",Jeep Avenger
2022-12-11,wait a dang minute a jeep with no 4x4,Jeep Avenger
2022-12-07,the old jeep looked pants  the light facelift looks really good,Jeep Avenger
2022-12-07,this is fabulous been waiting for something like this hopefully the large suv trend ends soon people who drive them that dont have an absolute necessity to look rather ridiculous considering climate change is only getting worse and the roads arent big enough for driving mistakes in those massive tanks,Jeep Avenger
